user_id,tag_1,tag_2,tag_3,tag_4,tag_5,num_trajectories,num_stay_points,num_clusters
user_504,amenity-school: 2,leisure-garden: 1,amenity-university: 1,historic-memorial: 1,leisure-park: 1,35,155,3
user_505,leisure-garden: 100,amenity-fast_food: 2,amenity-bank: 2,amenity-community_centre: 1,historic-memorial: 1,120,353,8
user_506,amenity-fast_food: 2,amenity-place_of_worship: 1,amenity-restaurant: 1,amenity-pharmacy: 1,shop-beauty: 1,105,220,4
user_507,leisure-park: 6,shop-convenience: 4,amenity-restaurant: 4,amenity-school: 3,shop-supermarket: 3,191,1497,16
user_508,leisure-garden: 21,natural-wood: 1,amenity-school: 1,amenity-place_of_worship: 1,amenity-kindergarten: 1,73,331,6
user_509,,,,,,96,521,7
user_510,amenity-fast_food: 5,amenity-restaurant: 2,shop-car_repair: 2,amenity-place_of_worship: 1,amenity-school: 1,146,494,7
user_511,amenity-university: 2,,,,,61,322,2
user_512,shop-supermarket: 9,leisure-stadium: 2,leisure-park: 1,amenity-place_of_worship: 1,amenity-fast_food: 1,136,961,17
user_513,,,,,,59,319,2
user_514,amenity-school: 1,,,,,37,166,3
user_515,amenity-school: 2,amenity-doctors: 2,amenity-university: 1,amenity-cafe: 1,amenity-brothel: 1,203,464,4
user_516,amenity-police: 1,amenity-restaurant: 1,shop-supermarket: 1,,,41,128,3
user_517,amenity-fast_food: 10,amenity-cafe: 9,shop-hairdresser: 5,tourism-artwork: 4,amenity-university: 3,143,1163,14
user_518,amenity-restaurant: 3,tourism-artwork: 3,amenity-bar: 2,leisure-garden: 2,amenity-cafe: 1,57,182,6
user_519,amenity-place_of_worship: 2,shop-supermarket: 2,leisure-pitch: 2,leisure-park: 1,amenity-hospital: 1,81,627,10
user_520,shop-car_repair: 2,amenity-school: 2,natural-grassland: 1,amenity-kindergarten: 1,,120,552,5
user_521,shop-hairdresser: 7,amenity-fast_food: 6,amenity-pharmacy: 3,shop-convenience: 3,amenity-school: 2,152,777,8
user_522,amenity-fast_food: 15,amenity-restaurant: 6,amenity-cafe: 5,shop-confectionery: 3,shop-supermarket: 3,125,1128,9
user_523,,,,,,28,41,0
user_524,amenity-hospital: 4,amenity-school: 4,leisure-pitch: 3,historic-memorial: 2,amenity-clinic: 2,188,2020,15
user_525,leisure-pitch: 3,leisure-park: 2,leisure-sports_centre: 1,amenity-kindergarten: 1,leisure-track: 1,96,885,6
user_526,amenity-pub: 1,amenity-school: 1,shop-supermarket: 1,,,18,77,2
user_527,amenity-fast_food: 1,amenity-school: 1,amenity-place_of_worship: 1,leisure-garden: 1,,50,199,5
user_528,amenity-place_of_worship: 2,shop-supermarket: 2,leisure-park: 1,shop-car_repair: 1,amenity-dentist: 1,124,520,6
user_529,shop-convenience: 1,leisure-park: 1,natural-wood: 1,,,38,314,3
user_530,leisure-garden: 1,tourism-artwork: 1,,,,53,256,5
user_531,amenity-fast_food: 3,shop-department_store: 1,amenity-pharmacy: 1,shop-supermarket: 1,shop-hairdresser: 1,72,328,4
user_532,amenity-fast_food: 11,tourism-artwork: 5,historic-memorial: 5,amenity-restaurant: 5,amenity-cafe: 4,91,404,11
user_533,shop-car_repair: 2,amenity-place_of_worship: 2,amenity-school: 1,amenity-pharmacy: 1,amenity-fast_food: 1,45,231,3
user_534,office-university: 3,amenity-university: 1,,,,66,319,5
user_535,amenity-kindergarten: 3,amenity-university: 3,leisure-garden: 3,leisure-park: 2,leisure-pitch: 1,150,532,7
user_536,amenity-fast_food: 3,shop-supermarket: 2,amenity-bar: 1,amenity-restaurant: 1,shop-convenience: 1,189,789,12
user_537,amenity-fast_food: 6,amenity-cafe: 4,shop-confectionery: 3,shop-convenience: 3,shop-hairdresser: 3,27,157,4
user_538,leisure-pitch: 1,,,,,48,246,4
user_539,office-university: 3,amenity-university: 1,,,,28,152,4
user_540,amenity-pub: 1,,,,,28,85,3
user_541,amenity-fast_food: 3,amenity-place_of_worship: 2,shop-supermarket: 1,amenity-bank: 1,shop-hairdresser: 1,139,975,7
user_542,natural-wood: 2,amenity-community_centre: 1,amenity-pharmacy: 1,amenity-doctors: 1,amenity-pub: 1,150,493,9
user_543,amenity-school: 3,amenity-community_centre: 1,leisure-park: 1,amenity-place_of_worship: 1,historic-memorial: 1,148,820,8
user_544,shop-car_repair: 1,amenity-nightclub: 1,historic-memorial: 1,leisure-track: 1,amenity-pub: 1,124,499,4
user_545,amenity-fast_food: 2,amenity-school: 2,shop-supermarket: 1,amenity-bank: 1,shop-hairdresser: 1,74,158,5
user_546,amenity-fast_food: 2,leisure-park: 1,shop-tattoo: 1,amenity-pub: 1,,41,145,2
user_547,amenity-place_of_worship: 2,amenity-clinic: 1,natural-wood: 1,leisure-park: 1,amenity-college: 1,28,168,3
user_548,amenity-fast_food: 7,shop-supermarket: 4,shop-hairdresser: 3,amenity-school: 2,shop-furniture: 2,158,568,12
user_549,shop-supermarket: 1,shop-convenience: 1,amenity-school: 1,amenity-casino: 1,leisure-fitness_centre: 1,100,433,7
user_550,shop-supermarket: 3,shop-convenience: 2,amenity-place_of_worship: 2,amenity-kindergarten: 1,shop-car_repair: 1,118,947,10
user_551,leisure-park: 5,amenity-place_of_worship: 2,shop-bakery: 2,tourism-artwork: 2,shop-hairdresser: 1,118,546,12
user_552,amenity-university: 2,amenity-pub: 2,amenity-bar: 2,tourism-museum: 1,shop-convenience: 1,49,510,7
user_553,amenity-school: 5,amenity-fast_food: 5,shop-supermarket: 4,natural-wood: 3,amenity-cinema: 1,165,739,17
user_554,amenity-restaurant: 7,shop-car_repair: 6,shop-supermarket: 4,tourism-artwork: 4,amenity-place_of_worship: 3,180,796,15
user_555,amenity-fast_food: 10,amenity-restaurant: 7,amenity-pub: 5,amenity-university: 4,amenity-nightclub: 4,219,1185,19
user_556,shop-hairdresser: 2,amenity-kindergarten: 2,leisure-park: 1,amenity-school: 1,amenity-dentist: 1,75,639,7
user_557,amenity-fast_food: 10,shop-car_repair: 3,shop-convenience: 2,tourism-artwork: 2,amenity-restaurant: 2,97,535,4
user_558,leisure-park: 4,natural-wood: 4,leisure-nature_reserve: 2,amenity-pub: 1,amenity-school: 1,54,710,16
user_559,amenity-pharmacy: 3,amenity-doctors: 2,leisure-park: 1,shop-convenience: 1,amenity-fast_food: 1,86,538,6
user_560,amenity-fast_food: 4,leisure-park: 3,amenity-cinema: 1,amenity-restaurant: 1,natural-wood: 1,215,1066,23
user_561,amenity-place_of_worship: 1,,,,,59,383,5
user_562,amenity-restaurant: 11,amenity-fast_food: 5,amenity-cafe: 5,leisure-park: 4,amenity-place_of_worship: 3,205,949,13
user_563,tourism-artwork: 15,leisure-park: 2,amenity-cafe: 2,amenity-community_centre: 1,amenity-school: 1,102,405,6
user_564,leisure-pitch: 9,amenity-fast_food: 3,tourism-artwork: 2,shop-convenience: 2,amenity-place_of_worship: 1,121,344,5
user_565,amenity-restaurant: 3,natural-wood: 3,amenity-school: 2,amenity-place_of_worship: 1,historic-memorial: 1,66,535,11
user_566,amenity-pub: 2,amenity-restaurant: 2,amenity-hospital: 2,amenity-cafe: 2,amenity-fast_food: 2,84,258,8
user_567,tourism-artwork: 14,amenity-cinema: 1,amenity-fast_food: 1,amenity-studio: 1,,146,444,4
user_568,amenity-restaurant: 2,amenity-fast_food: 2,leisure-park: 1,amenity-pharmacy: 1,shop-hairdresser: 1,96,93,2
user_569,amenity-place_of_worship: 1,amenity-nightclub: 1,,,,53,285,3
user_570,amenity-restaurant: 2,amenity-place_of_worship: 2,shop-hairdresser: 2,shop-car_repair: 1,amenity-school: 1,124,1265,8
user_571,leisure-park: 1,shop-furniture: 1,,,,50,355,3
user_572,shop-car_repair: 4,leisure-swimming_pool: 2,leisure-park: 1,natural-wood: 1,amenity-kindergarten: 1,71,652,8
user_573,shop-car_repair: 3,amenity-school: 1,amenity-place_of_worship: 1,amenity-hospital: 1,amenity-pharmacy: 1,88,478,2
user_574,amenity-cafe: 6,shop-confectionery: 5,amenity-restaurant: 4,amenity-fast_food: 4,amenity-place_of_worship: 3,137,468,5
user_575,leisure-garden: 37,shop-supermarket: 1,natural-wood: 1,,,112,329,6
user_576,amenity-marketplace: 6,shop-confectionery: 2,amenity-bank: 1,amenity-cinema: 1,shop-hairdresser: 1,78,343,5
user_577,shop-supermarket: 1,tourism-museum: 1,amenity-place_of_worship: 1,,,168,475,7
user_578,amenity-marketplace: 6,amenity-hospital: 4,amenity-restaurant: 3,shop-hairdresser: 3,amenity-casino: 2,70,704,26
user_579,leisure-garden: 72,amenity-school: 4,amenity-place_of_worship: 2,leisure-pitch: 2,amenity-nightclub: 1,146,328,6
user_580,amenity-pub: 2,shop-hairdresser: 2,amenity-fast_food: 1,shop-bakery: 1,amenity-pharmacy: 1,56,225,4
user_581,amenity-pub: 2,amenity-bank: 2,leisure-park: 1,amenity-place_of_worship: 1,,115,631,9
user_582,leisure-garden: 130,amenity-fast_food: 7,shop-supermarket: 5,shop-hairdresser: 5,shop-convenience: 5,190,927,14
user_583,leisure-garden: 23,amenity-cafe: 3,amenity-restaurant: 2,historic-memorial: 2,amenity-fast_food: 1,85,351,7
user_584,amenity-college: 2,amenity-school: 1,amenity-kindergarten: 1,leisure-park: 1,,144,602,7
user_585,leisure-garden: 15,amenity-place_of_worship: 1,,,,38,131,2
user_586,amenity-bank: 3,shop-bakery: 2,amenity-fast_food: 1,amenity-pharmacy: 1,shop-beauty: 1,176,753,8
user_587,amenity-fast_food: 8,shop-car_repair: 5,shop-hairdresser: 3,amenity-restaurant: 3,shop-supermarket: 2,113,890,17
user_588,amenity-restaurant: 1,amenity-fast_food: 1,amenity-place_of_worship: 1,,,153,491,3
user_589,amenity-place_of_worship: 2,leisure-sports_centre: 1,tourism-artwork: 1,amenity-restaurant: 1,amenity-pharmacy: 1,159,708,5
user_590,leisure-pitch: 3,historic-memorial: 2,amenity-hospital: 1,amenity-clinic: 1,leisure-fitness_centre: 1,78,230,7
user_591,,,,,,12,29,0
user_592,shop-supermarket: 1,shop-department_store: 1,leisure-park: 1,leisure-sports_centre: 1,leisure-swimming_pool: 1,117,670,3
user_593,leisure-garden: 37,natural-grassland: 2,historic-ruins: 1,amenity-nightclub: 1,,83,339,6
user_594,leisure-garden: 14,amenity-hospital: 1,,,,33,83,1
user_595,amenity-school: 3,amenity-place_of_worship: 2,shop-supermarket: 1,amenity-cafe: 1,amenity-fast_food: 1,75,339,5
user_596,amenity-fast_food: 6,shop-hairdresser: 2,shop-confectionery: 1,shop-convenience: 1,amenity-place_of_worship: 1,52,389,4
user_597,shop-supermarket: 3,amenity-place_of_worship: 2,amenity-fast_food: 1,,,35,318,5
user_598,leisure-garden: 33,amenity-restaurant: 6,historic-memorial: 4,tourism-artwork: 4,leisure-park: 3,134,751,15
user_599,leisure-garden: 144,amenity-fast_food: 2,amenity-park: 2,leisure-park: 2,shop-hairdresser: 1,186,1370,20
user_600,amenity-school: 4,amenity-fast_food: 4,amenity-place_of_worship: 3,amenity-restaurant: 2,leisure-sports_centre: 2,81,507,8
user_601,shop-supermarket: 3,amenity-school: 2,leisure-playground: 1,amenity-hospital: 1,amenity-doctors: 1,112,416,10
user_602,,,,,,41,276,3
user_603,leisure-garden: 29,amenity-bank: 3,leisure-pitch: 3,amenity-fast_food: 2,leisure-fitness_centre: 2,58,304,7
user_604,amenity-school: 1,,,,,26,122,4
user_605,amenity-fast_food: 5,shop-hairdresser: 2,shop-beauty: 1,amenity-hospital: 1,amenity-school: 1,71,397,11
user_606,amenity-fast_food: 7,amenity-cafe: 7,shop-hairdresser: 5,tourism-artwork: 5,shop-supermarket: 4,67,439,10
user_607,leisure-park: 5,leisure-pitch: 3,leisure-playground: 1,shop-confectionery: 1,shop-convenience: 1,152,444,8
user_608,natural-grassland: 6,amenity-place_of_worship: 2,amenity-school: 2,amenity-police: 1,amenity-community_centre: 1,192,612,15
user_609,historic-memorial: 2,tourism-artwork: 2,amenity-pub: 1,amenity-cafe: 1,amenity-place_of_worship: 1,117,463,5
user_610,leisure-garden: 18,shop-hairdresser: 2,amenity-fast_food: 2,amenity-pub: 1,amenity-cafe: 1,27,168,8
user_611,leisure-garden: 40,shop-hairdresser: 5,amenity-fast_food: 5,shop-convenience: 3,leisure-park: 3,184,1057,17
user_612,amenity-place_of_worship: 1,amenity-school: 1,shop-supermarket: 1,,,80,713,5
user_613,leisure-park: 3,shop-supermarket: 2,amenity-fast_food: 2,natural-wood: 1,,84,367,4
user_614,amenity-school: 2,amenity-place_of_worship: 2,amenity-marketplace: 1,shop-department_store: 1,shop-supermarket: 1,190,605,10
user_615,leisure-park: 4,office-university: 3,shop-supermarket: 2,leisure-pitch: 1,shop-convenience: 1,197,1030,8
user_616,amenity-school: 1,,,,,22,78,1
user_617,amenity-restaurant: 7,amenity-fast_food: 5,shop-beauty: 5,tourism-artwork: 2,amenity-pharmacy: 2,108,455,6
user_618,leisure-garden: 5,amenity-cafe: 4,shop-supermarket: 3,amenity-fast_food: 2,shop-confectionery: 2,126,441,8
user_619,amenity-pub: 5,tourism-artwork: 4,amenity-bar: 3,amenity-restaurant: 3,amenity-place_of_worship: 2,122,427,10
user_620,leisure-park: 2,leisure-sports_centre: 2,amenity-place_of_worship: 2,amenity-pub: 2,amenity-nightclub: 2,98,444,9
user_621,shop-supermarket: 4,shop-furniture: 3,leisure-park: 2,amenity-school: 2,natural-wood: 2,166,566,13
user_622,leisure-playground: 1,,,,,20,110,3
user_623,shop-car_repair: 1,shop-hardware: 1,,,,28,150,5
user_624,leisure-park: 3,amenity-school: 2,amenity-university: 2,historic-memorial: 1,leisure-pitch: 1,130,560,8
user_625,amenity-cinema: 1,amenity-restaurant: 1,amenity-cafe: 1,amenity-doctors: 1,amenity-hospital: 1,28,142,4
user_626,leisure-swimming_pool: 2,amenity-school: 2,amenity-pharmacy: 2,amenity-restaurant: 2,leisure-park: 1,97,690,6
user_627,leisure-park: 1,amenity-place_of_worship: 1,natural-wood: 1,,,52,499,2
user_628,leisure-park: 2,amenity-courthouse: 1,amenity-school: 1,shop-bakery: 1,amenity-pub: 1,54,289,3
user_629,amenity-fast_food: 7,shop-hairdresser: 4,amenity-school: 3,shop-convenience: 3,shop-confectionery: 3,153,759,14
user_630,leisure-park: 3,amenity-school: 1,amenity-cafe: 1,,,83,204,4
user_631,leisure-swimming_pool: 1,amenity-police: 1,amenity-pub: 1,tourism-artwork: 1,amenity-place_of_worship: 1,51,537,6
user_632,amenity-fast_food: 6,shop-convenience: 2,leisure-park: 1,leisure-sports_centre: 1,shop-car_repair: 1,175,499,9
user_633,shop-confectionery: 4,amenity-place_of_worship: 2,amenity-school: 1,shop-supermarket: 1,shop-convenience: 1,51,328,6
user_634,amenity-pub: 1,,,,,40,158,3
user_635,amenity-fast_food: 5,amenity-bank: 4,amenity-cafe: 2,shop-hairdresser: 2,shop-bakery: 2,100,512,7
user_636,amenity-pub: 1,amenity-nightclub: 1,,,,8,62,2
user_637,amenity-cafe: 1,shop-supermarket: 1,amenity-place_of_worship: 1,amenity-hospital: 1,,105,411,10
user_638,amenity-fast_food: 3,leisure-park: 2,shop-car_repair: 2,amenity-cafe: 1,amenity-restaurant: 1,169,538,10
user_639,leisure-playground: 2,leisure-park: 1,leisure-pitch: 1,amenity-fast_food: 1,amenity-dentist: 1,12,55,2
user_640,amenity-school: 4,shop-convenience: 3,shop-hairdresser: 2,leisure-park: 2,amenity-pharmacy: 2,104,446,14
user_641,leisure-park: 2,leisure-pitch: 2,shop-supermarket: 1,amenity-park: 1,natural-wood: 1,91,300,10
user_642,leisure-park: 3,amenity-school: 2,amenity-place_of_worship: 1,shop-supermarket: 1,shop-confectionery: 1,43,310,7
user_643,leisure-park: 1,amenity-school: 1,,,,61,159,2
user_644,amenity-restaurant: 1,,,,,67,246,4
user_645,amenity-pub: 1,,,,,16,91,3
user_646,leisure-park: 1,shop-car_repair: 1,amenity-place_of_worship: 1,amenity-dentist: 1,amenity-college: 1,129,200,2
user_647,,,,,,63,121,4
user_648,amenity-pharmacy: 3,amenity-doctors: 2,amenity-school: 1,,,49,208,4
user_649,tourism-artwork: 5,leisure-sports_centre: 2,leisure-pitch: 2,amenity-university: 1,leisure-park: 1,139,516,9
user_650,amenity-bank: 3,historic-memorial: 2,,,,56,343,4
user_651,amenity-restaurant: 2,amenity-school: 2,leisure-fitness_centre: 1,shop-car_repair: 1,amenity-fast_food: 1,143,967,10
user_652,tourism-artwork: 3,shop-hairdresser: 2,leisure-park: 2,shop-supermarket: 1,shop-convenience: 1,54,158,5
user_653,shop-supermarket: 2,amenity-restaurant: 2,amenity-college: 1,leisure-garden: 1,amenity-pub: 1,99,147,3
